category,card_id,illustrator,image_url,localid,name,rarity,set_id,set_name,set_symbol_url,variants,hp,types,evolvefrom,description,stage,attacks,weaknesses,retreat,regulationmark,legal,card_count_official,card_count_total,language,card_number,id
Pokemon,swsh1-109,Kouki Saitou,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-109.webp?,109,Sandaconda,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",140,"[""Fighting""]",Silicobra,Its unique style of coiling allows it to blast sand out of its sand sac more efficiently.,Stage1,"[{""cost"":[""Colorless""],""name"":""Coil"",""damage"":10,""effect"":""During your next turn, this Pokémon's attacks do 120 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""},{""cost"":[""Fighting"",""Colorless"",""Colorless""],""name"":""Skull Bash"",""damage"":100}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,109/202,null
Pokemon,swsh1-110,nagimiso,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-110.webp?,110,Sandaconda,Holo Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",130,"[""Fighting""]",Silicobra,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",Stage1,"[{""cost"":[""Fighting"",""Fighting""],""name"":""Power Press"",""damage"":""60+"",""effect"":""If this Pokémon has at least 1 extra Fighting Energy attached (in addition to this attack's cost), this attack does 70 more damage.""}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,110/202,null
Pokemon,swsh1-111,Mina Nakai,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-111.webp?,111,Clobbopus,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Fighting""]",null,"It's very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",Basic,"[{""cost"":[""Fighting""],""name"":""Bind"",""damage"":20,""effect"":""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{""type"":""Psychic"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,111/202,null
Pokemon,swsh1-112,Akira Komayama,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-112.webp?,112,Clobbopus,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Fighting""]",null,"It's very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",Basic,"[{""cost"":[""Fighting"",""Fighting""],""name"":""Punch"",""damage"":50}]","[{""type"":""Psychic"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,112/202,null
Pokemon,swsh1-113,Shin Nagasawa,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-113.webp?,113,Grapploct,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",130,"[""Fighting""]",Clobbopus,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,Stage1,"[{""cost"":[""Fighting"",""Fighting""],""name"":""Octolock"",""effect"":""Until this Grapploct leaves the Active Spot, the Defending Pokémon's attacks cost ColorlessColorless more, and the Defending Pokémon can't retreat. This effect can't be applied more than once.""},{""cost"":[""Fighting"",""Fighting"",""Colorless""],""name"":""Tough Swing"",""damage"":130,""effect"":""This attack's damage isn't affected by Resistance.""}]","[{""type"":""Psychic"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,113/202,null
Pokemon,swsh1-114,Shin Nagasawa,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-114.webp?,114,Stonjourner,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Fighting""]",null,"It stands in grasslands, watching the sun's descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",Basic,"[{""cost"":[""Fighting"",""Fighting""],""name"":""Wild Tackle"",""damage"":70,""effect"":""This Pokémon also does 10 damage to itself.""}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,114/202,null
Pokémon,dp6-70,Atsuko Nishida,null,70,Hypocean,Peu Commune,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Eau""]",Seeper,Son épine dorsale le protège. Ses os et ses nageoires sont très prisés en médecine traditionnelle.,Niveau 1,"[{""cost"":[""Eau""],""name"":""Aqua-pompe"",""damage"":""30+"",""effect"":""Vous pouvez défausser jusqu'à 2 cartes Énergie Water de votre main. Cette attaque inflige alors 30 dégâts plus 10 dégâts supplémentaires pour chaque carte Énergie défaussée.""},{""cost"":[""Eau"",""Eau"",""Incolore""],""name"":""Cascade"",""damage"":50}]","[{""type"":""Électrique"",""value"":""+20""}]",1,null,"{""expanded"":false,""standard"":false}",146,146,fr,70/146,null
Pokemon,swsh1-117,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-117.webp?,117,Galarian Zigzagoon,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Darkness""]",null,"Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings.",Basic,"[{""cost"":[""Darkness"",""Colorless""],""name"":""Surprise Attack"",""damage"":30,""effect"":""Flip a coin. If tails, this attack does nothing.""}]","[{""type"":""Grass"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,117/202,null
Pokemon,swsh1-118,nagimiso,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-118.webp?,118,Galarian Linoone,Uncommon,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",100,"[""Darkness""]",Galarian Zigzagoon,This very aggressive Pokémon will recklessly challenge opponents stronger than itself.,Stage1,"[{""cost"":[""Darkness""],""name"":""Night Slash"",""damage"":20,""effect"":""Switch this Pokémon with 1 of your Benched Pokémon.""},{""cost"":[""Darkness"",""Colorless"",""Colorless""],""name"":""Hammer In"",""damage"":70}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,118/202,null
Pokemon,swsh1-119,Kouki Saitou,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-119.webp?,119,Galarian Obstagoon,Holo Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",160,"[""Darkness""]",Galarian Linoone,"It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch.",Stage2,"[{""cost"":[""Darkness"",""Colorless""],""name"":""Obstruct"",""damage"":90,""effect"":""During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.""}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,119/202,null
Pokemon,swsh1-120,Eske Yoshinob,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-120.webp?,120,Sableye V,Holo Rare V,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",170,"[""Darkness""]",null,null,Basic,"[{""cost"":[""Darkness""],""name"":""Lode Search"",""effect"":""Put a Trainer card from your discard pile into your hand.""},{""cost"":[""Darkness"",""Darkness""],""name"":""Crazy Claws"",""damage"":""10+"",""effect"":""This attack does 60 more damage for each damage counter on your opponent's Active Pokémon.""}]","[{""type"":""Grass"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,120/202,null
Pokemon,swsh1-121,sowsow,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-121.webp?,121,Skorupi,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Darkness""]",null,"It attacks using the claws on its tail. Once locked in its grip, its prey is unable to move as this Pokémon's poison seeps in.",Basic,"[{""cost"":[""Darkness""],""name"":""Poison Sting"",""effect"":""Your opponent's Active Pokémon is now Poisoned.""},{""cost"":[""Darkness"",""Colorless"",""Colorless""],""name"":""Slashing Claw"",""damage"":50}]","[{""type"":""Fighting"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,121/202,null
Pokemon,swsh1-122,Masakazu Fukuda,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-122.webp?,122,Drapion,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",140,"[""Darkness""]",Skorupi,"It's so vicious that it's called the Sand Demon. Yet when confronted by Hippowdon, Drapion keeps a low profile and will never pick a fight.",Stage1,"[{""cost"":[""Darkness"",""Colorless"",""Colorless""],""name"":""Hard Press"",""damage"":80,""effect"":""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""},{""cost"":[""Darkness"",""Darkness"",""Colorless"",""Colorless""],""name"":""Toxic Strike"",""damage"":130,""effect"":""Your opponent's Active Pokémon is now Poisoned.""}]","[{""type"":""Fighting"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",202,216,en,122/202,null
Pokemon,swsh1-123,otumami,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-123.webp?,123,Croagunk,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Darkness""]",null,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab.",Basic,"[{""cost"":[""Colorless""],""name"":""Stampede"",""damage"":10},{""cost"":[""Darkness"",""Colorless""],""name"":""Lunge Out"",""damage"":30}]","[{""type"":""Fighting"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,123/202,null
Pokemon,swsh1-124,Ryuta Fuse,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-124.webp?,124,Toxicroak,Holo Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",110,"[""Darkness""]",Croagunk,It bounces toward opponents and gouges them with poisonous claws. No more than a scratch is needed to knock out its adversaries.,Stage1,"[{""cost"":[""Darkness"",""Colorless"",""Colorless""],""name"":""Poison Claws"",""damage"":70,""effect"":""Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.""}]","[{""type"":""Fighting"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,124/202,null
Pokémon,dp6-71,Kouki Saitou,null,71,Staross,Peu Commune,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Eau""]",Sterndu,Un noyau rouge trône en son centre. Il envoie des signaux radio mystérieux vers le ciel nocturne.,Niveau 1,"[{""cost"":[""Eau""],""name"":""Star-boomerang"",""damage"":30,""effect"":""Vous pouvez reprendre dans votre main Staross ainsi que toutes les cartes qui lui sont attachées.""},{""cost"":[""Psy""],""name"":""Flash-coeur"",""effect"":""Choisissez 1 des Pokémon de votre adversaire possédant des Poké-Powers ou des Poké-Bodies. Cette attaque lui inflige 50 dégâts. (Vous ne pouvez pas appliquer la Faiblesse et la Résistance aux Pokémon de Banc.)""}]","[{""type"":""Électrique"",""value"":""+20""}]",null,null,"{""expanded"":false,""standard"":false}",146,146,fr,71/146,null
Pokémon,dp6-72,Midori Harada,null,72,Avaltout,Peu Commune,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Psy""]",Schluppuck,Il avale tout en une bouchée. Ses follicules sécrètent des fluides toxiques qui endorment l'ennemi.,Niveau 1,"[{""cost"":[""Psy"",""Incolore""],""name"":""Engloutir"",""damage"":30,""effect"":""Avant d'infliger des dégâts, comptez le nombre de PV restants au Pokémon Défenseur ainsi qu'à Avaltout. Si le Pokémon Défenseur possède moins de PV qu'Avaltout, cette attaque inflige 80 dégâts.""},{""cost"":[""Psy"",""Psy"",""Incolore""],""name"":""Détricanon"",""damage"":60,""effect"":""Le Pokémon Défenseur est maintenant Empoisonné.""}]","[{""type"":""Psy"",""value"":""+20""}]",2,null,"{""expanded"":false,""standard"":false}",146,146,fr,72/146,null
Trainer,xy9-112,Ken Sugimori,https://assets.tcgdex.net/de/xy/xy9/112/high.webp,112,Tierno,Ungewöhnlich,xy9,TURBOfieber,https://assets.tcgdex.net/univ/xy/xy9/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",null,[],null,null,null,null,null,null,null,"{""expanded"":true,""standard"":false}",122,126,de,112/122,null
Pokemon,swsh1-127,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-127.webp?,127,Galarian Meowth,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Metal""]",null,"Living with a savage, seafaring people has toughened this Pokémon's body so much that parts of it have turned to iron.",Basic,"[{""cost"":[""Colorless""],""name"":""Hone Claws"",""effect"":""During your next turn, this Pokémon's Slash attack does 60 more damage (before applying Weakness and Resistance).""},{""cost"":[""Metal"",""Colorless""],""name"":""Slash"",""damage"":30}]","[{""type"":""Fire"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,127/202,null
Pokemon,swsh1-128,Mitsuhiro Arita,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-128.webp?,128,Galarian Perrserker,Holo Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Metal""]",Galarian Meowth,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,Stage1,"[{""cost"":[""Metal"",""Metal"",""Colorless""],""name"":""Metal Claw"",""damage"":70}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,128/202,null
Pokemon,swsh1-129,AKIRA EGAWA,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-129.webp?,129,Mawile,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Metal""]",null,It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.,Basic,"[{""cost"":[""Colorless""],""name"":""Find a Friend"",""effect"":""Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.""},{""cost"":[""Metal"",""Colorless""],""name"":""Crunch"",""damage"":40,""effect"":""Discard an Energy from your opponent's Active Pokémon.""}]","[{""type"":""Fire"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,129/202,null
Pokemon,swsh1-130,Yuka Morii,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-130.webp?,130,Ferroseed,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Metal""]",null,"It defends itself by launching spikes, but its aim isn't very good at first. Only after a lot of practice will it improve.",Basic,"[{""cost"":[""Colorless""],""name"":""Rollout"",""damage"":10}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,130/202,null
Pokemon,swsh1-132,Kouki Saitou,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-132.webp?,132,Galarian Stunfisk,Uncommon,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Metal""]",null,Living in mud with a high iron content has given it a strong steel body.,Basic,"[{""cost"":[""Metal"",""Colorless""],""name"":""Damage Rush"",""damage"":""30+"",""effect"":""Flip a coin until you get tails. This attack does 30 more damage for each heads.""}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,132/202,null
Pokemon,swsh1-133,Motofumi Fujiwara,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-133.webp?,133,Pawniard,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Metal""]",null,"A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead.",Basic,"[{""cost"":[""Colorless""],""name"":""Cut Up"",""damage"":10},{""cost"":[""Metal"",""Colorless""],""name"":""Metal Claw"",""damage"":20}]","[{""type"":""Fire"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,133/202,null
Pokemon,swsh1-134,kawayoo,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-134.webp?,134,Bisharp,Uncommon,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Metal""]",Pawniard,Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found.,Stage1,"[{""cost"":[""Colorless""],""name"":""Charge Order"",""damage"":""30+"",""effect"":""This attack does 30 more damage for each of your Benched Pawniard.""},{""cost"":[""Metal"",""Colorless""],""name"":""Slicing Blade"",""damage"":60}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,134/202,null
Pokémon,dp6-73,Suwama Chiaki,null,73,Heledelle,Peu Commune,dp6,Éveil des Légendes,https://assets.tcgdex.net/univ/dp/dp6/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",80,"[""Incolore""]",Schwalbini,"Il vole en cercle en quête d'une proie. Dès qu'il l'a repérée, il fond sur elle en un éclair.",Niveau 1,"[{""cost"":[""Incolore"",""Incolore""],""name"":""Mach-attaque"",""damage"":30,""effect"":""Si Heledelle se trouve sur votre Banc lors de ce tour, les dégâts de base de cette attaque sont de 60 au lieu de 30.""}]","[{""type"":""Électrique"",""value"":""+20""}]",1,null,"{""expanded"":false,""standard"":false}",146,146,fr,73/146,null
Pokémon,dp3-10,Kazuyuki Kano,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/dp3/fr/dp3-10.webp?,10,Ho-Oh,Rare Holo,dp3,Merveilles Secrètes,https://assets.tcgdex.net/univ/dp/dp3/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Feu""]",null,null,De base,"[{""cost"":[""Incolore"",""Incolore"",""Incolore"",""Incolore""],""name"":""Aile arc-en-ciel"",""damage"":""20×"",""effect"":""Cette attaque inflige 20 dégâts multipliés par le nombre de types différents de cartes Énergie de base attachées à Ho-Oh.""}]","[{""type"":""Eau"",""value"":""×2""}]",2,null,"{""expanded"":false,""standard"":false}",132,132,fr,10/132,null
Pokemon,swsh1-136,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-136.webp?,136,Cufant,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",100,"[""Metal""]",null,"If a job requires serious strength, this Pokémon will excel at it. Its copper body tarnishes in the rain, turning a vibrant green color.",Basic,"[{""cost"":[""Metal"",""Metal""],""name"":""Stomp"",""damage"":""20+"",""effect"":""Flip a coin. If heads, this attack does 20 more damage.""}]","[{""type"":""Fire"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",202,216,en,136/202,null
Pokemon,swsh1-137,Hitoshi Ariga,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-137.webp?,137,Copperajah,Holo Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":true,""firstEdition"":false}",190,"[""Metal""]",Cufant,"These Pokémon live in herds. Their trunks have incredible grip strength, strong enough to crush giant rocks into powder.",Stage1,"[{""cost"":[""Metal"",""Metal""],""name"":""Dig Drain"",""damage"":60,""effect"":""Heal 30 damage from this Pokémon.""},{""cost"":[""Metal"",""Metal"",""Metal""],""name"":""Muscular Nose"",""damage"":220,""effect"":""If this Pokémon has 8 or more damage counters on it, this attack does nothing.""}]","[{""type"":""Fire"",""value"":""×2""}]",4,D,"{""expanded"":true,""standard"":false}",202,216,en,137/202,null
Pokemon,swsh1-138,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-138.webp?,138,Zacian V,Holo Rare V,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",220,"[""Metal""]",null,null,Basic,"[{""cost"":[""Metal"",""Metal"",""Metal""],""name"":""Brave Blade"",""damage"":230,""effect"":""During your next turn, this Pokémon can't attack.""}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,138/202,null
Pokemon,swsh1-139,aky CG Works,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-139.webp?,139,Zamazenta V,Holo Rare V,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",230,"[""Metal""]",null,null,Basic,"[{""cost"":[""Metal"",""Metal"",""Colorless""],""name"":""Assault Tackle"",""damage"":130,""effect"":""Discard a Special Energy from your opponent's Active Pokémon.""}]","[{""type"":""Fire"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",202,216,en,139/202,null
Pokemon,swsh1-140,chibi,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-140.webp?,140,Snorlax,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",150,"[""Colorless""]",null,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep.",Basic,"[{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""Rolling Tackle"",""damage"":80},{""cost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""name"":""Heavy Impact"",""damage"":130}]","[{""type"":""Fighting"",""value"":""×2""}]",4,D,"{""expanded"":true,""standard"":false}",202,216,en,140/202,null
Pokemon,swsh1-142,aky CG Works,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-142.webp?,142,Snorlax VMAX,Holo Rare VMAX,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",340,"[""Colorless""]",Snorlax V,null,VMAX,"[{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""G-Max Fall"",""damage"":""60+"",""effect"":""This attack does 30 more damage for each of your Benched Pokémon.""}]","[{""type"":""Fighting"",""value"":""×2""}]",4,D,"{""expanded"":true,""standard"":false}",202,216,en,142/202,null
Pokemon,swsh1-143,Yumi,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-143.webp?,143,Hoothoot,Common,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Colorless""]",null,It begins to hoot at the same time every day. Some Trainers use them in place of clocks.,Basic,"[{""cost"":[""Colorless""],""name"":""Send Back"",""effect"":""Your opponent switches their Active Pokémon with 1 of their Benched Pokémon.""},{""cost"":[""Colorless"",""Colorless""],""name"":""Wing Attack"",""damage"":20}]","[{""type"":""Lightning"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,143/202,null
Pokemon,swsh1-144,kawayoo,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/en/swsh1-144.webp?,144,Noctowl,Rare,swsh1,Sword & Shield,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",110,"[""Colorless""]",Hoothoot,"When it needs to think, it rotates its head 180 degrees to sharpen its intellectual power.",Stage1,"[{""cost"":[""Colorless"",""Colorless""],""name"":""Wing Attack"",""damage"":40},{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""Carry Off"",""effect"":""Choose 1 of your opponent's Benched Pokémon. They shuffle that Pokémon and all attached cards into their deck. Then, shuffle this Pokémon and all attached cards into your deck.""}]","[{""type"":""Lightning"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",202,216,en,144/202,null
